NO,나이,이직여부,출장빈도,일급여,부서,출근거리,학력수준,전공,직원수,고유번호,환경만족도,성별,시급,직무참여도,직급,직무,직무만족도,결혼여부,월급,월급여총액,근무회사수,18세이상,초과근무여부,급여인상비율,성과평가등급,동료관계만족도,표준근무시간,주식옵션수준,근무연수,교육횟수,워라밸만족도,회사근무기간,현재역할근무기간,승진경과기간,현재관리자와근무기간,이름
149,24,N,적음,1371,판매,10,4,마케팅,1,507,4,여자,77,3,2,영업사원,3,이혼,4260,5915,1,Y,Y,12,3,4,80,1,5,2,4,5,2,0,3,박미은
150,22,N,적음,253,연구개발,11,3,의학,1,511,1,여자,43,3,1,분석가,2,결혼,2244,24440,1,Y,N,13,3,4,80,1,2,1,3,2,1,1,2,송유원
151,37,N,적음,1107,연구개발,14,3,생명과학,1,515,4,여자,95,3,1,연구원,1,이혼,3034,26914,1,Y,N,12,3,3,80,1,18,2,2,18,7,12,17,안소나
152,40,N,적음,759,판매,2,2,마케팅,1,516,4,여자,46,3,2,영업사원,2,이혼,5715,22553,7,Y,N,12,3,3,80,2,8,5,3,5,4,1,3,이윤래
153,42,N,적음,201,연구개발,1,4,생명과학,1,517,2,여자,95,3,1,연구원,1,이혼,2576,20490,3,Y,N,16,3,2,80,1,8,5,3,5,2,1,2,조지하
154,40,N,적음,555,연구개발,2,3,의학,1,521,2,여자,78,2,2,연구원,3,결혼,3448,13436,6,Y,N,22,4,2,80,1,20,3,3,1,0,0,0,김나이
155,34,N,없음,1381,판매,4,4,마케팅,1,523,3,여자,72,3,2,영업사원,3,결혼,6538,12740,9,Y,N,15,3,1,80,1,6,3,3,3,2,1,2,이수원
156,31,N,적음,480,연구개발,7,2,의학,1,524,2,여자,31,3,2,제조 디렉터,1,결혼,4306,4156,1,Y,N,12,3,2,80,1,13,5,1,13,10,3,12,김미리
157,43,N,적음,1473,연구개발,8,4,기타,1,526,3,여자,74,3,2,의료 담당자,3,이혼,4522,2227,4,Y,Y,14,3,4,80,0,8,3,3,5,2,0,2,김연원
158,25,N,적음,891,판매,4,2,생명과학,1,527,2,여자,99,2,2,영업사원,4,미혼,4487,12090,1,Y,Y,11,3,2,80,0,5,3,3,5,4,1,3,정연저
159,37,N,없음,1063,연구개발,25,5,의학,1,529,2,여자,72,3,2,분석가,3,결혼,4449,23866,3,Y,Y,15,3,1,80,2,15,2,3,13,11,10,7,박하예
160,56,N,많음,906,판매,6,3,생명과학,1,532,3,여자,86,4,4,영업사원,1,결혼,13212,18256,9,Y,N,11,3,4,80,3,36,0,2,7,7,7,7,정하하
161,30,N,적음,1082,판매,12,3,기술학위,1,533,2,여자,83,3,2,영업사원,3,미혼,6577,19558,0,Y,N,11,3,2,80,0,6,6,3,5,4,4,4,문은지
162,52,N,적음,1490,연구개발,4,2,생명과학,1,546,4,여자,30,3,4,매니저,4,결혼,16555,10310,2,Y,N,13,3,4,80,0,31,2,1,5,2,1,4,황승비
163,42,N,많음,532,연구개발,29,2,생명과학,1,547,1,여자,92,3,2,분석가,3,이혼,4556,12932,2,Y,N,11,3,2,80,1,19,3,3,5,4,0,2,김아저
164,30,N,적음,317,연구개발,2,3,생명과학,1,548,3,여자,43,1,2,제조 디렉터,4,미혼,6091,24793,2,Y,N,20,4,3,80,0,11,2,3,5,4,0,2,김세서
165,60,N,적음,422,연구개발,7,3,생명과학,1,549,1,여자,41,3,5,매니저,1,결혼,19566,3854,5,Y,N,11,3,4,80,0,33,5,1,29,8,11,10,여채은
166,46,N,적음,1485,연구개발,18,3,의학,1,550,3,여자,87,3,2,제조 디렉터,3,이혼,4810,26314,2,Y,N,14,3,3,80,1,19,5,2,10,7,0,8,김지지
167,42,N,많음,1368,연구개발,28,4,기술학위,1,551,4,여자,88,2,2,의료 담당자,4,결혼,4523,4386,0,Y,N,11,3,4,80,3,7,4,4,6,5,0,4,황하연
168,24,Y,적음,1448,판매,1,1,기술학위,1,554,1,여자,62,3,1,영업 담당자,2,미혼,3202,21972,1,Y,Y,16,3,2,80,0,6,4,3,5,3,1,4,김성아
169,34,Y,많음,296,판매,6,2,마케팅,1,555,4,여자,33,1,1,영업 담당자,3,이혼,2351,12253,0,Y,N,16,3,4,80,1,3,3,2,2,2,1,0,이승지
170,40,N,적음,1398,판매,2,4,생명과학,1,558,3,여자,79,3,5,매니저,3,결혼,18041,13022,0,Y,N,14,3,4,80,0,21,2,3,20,15,1,12,황유연
171,26,N,적음,1349,연구개발,23,3,생명과학,1,560,1,여자,90,3,1,분석가,4,이혼,2886,3032,1,Y,N,22,4,2,80,2,3,3,1,3,2,0,2,박소연
172,29,Y,적음,408,연구개발,25,5,기술학위,1,565,3,여자,71,2,1,분석가,2,결혼,2546,18300,5,Y,N,16,3,2,80,0,6,2,4,2,2,1,1,이유전
173,30,N,없음,1398,판매,22,4,기타,1,567,3,여자,69,3,3,영업사원,1,결혼,8412,2890,0,Y,N,11,3,3,80,0,10,3,3,9,8,7,8,박보원
174,30,N,없음,1116,연구개발,2,3,의학,1,571,3,여자,49,3,1,연구원,4,미혼,2564,7181,0,Y,N,14,3,3,80,0,12,2,2,11,7,6,7,곽은서
175,60,N,많음,1499,판매,28,3,마케팅,1,573,3,여자,80,2,3,영업사원,1,결혼,10266,2845,4,Y,N,19,3,4,80,0,22,5,4,18,13,13,11,김유서
176,47,N,적음,983,연구개발,2,2,의학,1,574,1,여자,65,3,2,제조 디렉터,4,이혼,5070,7389,5,Y,N,13,3,3,80,3,20,2,3,5,0,0,4,김서지
177,54,N,적음,548,연구개발,8,4,생명과학,1,578,3,여자,42,3,2,연구원,3,미혼,3780,23428,7,Y,N,11,3,3,80,0,19,3,3,1,0,0,0,전유비
178,46,N,적음,1125,판매,10,3,마케팅,1,580,3,여자,94,2,3,영업사원,4,결혼,9071,11563,2,Y,Y,19,3,3,80,1,15,3,3,3,2,1,2,김이리
179,34,Y,많음,988,인적자원,23,3,인적자원,1,590,2,여자,43,3,3,인적자원,1,이혼,9950,11533,9,Y,Y,15,3,3,80,3,11,2,3,3,2,0,2,이유윤
180,48,N,적음,163,판매,2,5,마케팅,1,595,2,여자,37,3,2,영업사원,4,결혼,4051,19658,2,Y,N,14,3,1,80,1,14,2,3,9,7,6,7,김미라
181,55,N,적음,1117,판매,18,5,생명과학,1,597,1,여자,83,3,4,매니저,2,미혼,16835,9873,3,Y,N,23,4,4,80,0,37,2,3,10,9,7,7,문다비
182,40,N,적음,302,연구개발,6,3,생명과학,1,601,2,여자,75,3,4,제조 디렉터,3,미혼,13237,20364,7,Y,N,15,3,3,80,0,22,3,3,20,6,5,13,박예미
183,39,N,많음,443,연구개발,8,1,생명과학,1,602,3,여자,48,3,1,연구원,3,결혼,3755,17872,1,Y,N,11,3,1,80,1,8,3,3,8,3,0,7,양서예
184,26,Y,많음,426,인적자원,17,4,생명과학,1,608,2,여자,58,3,1,인적자원,3,이혼,2741,22808,0,Y,Y,11,3,2,80,1,8,2,2,7,7,1,0,신유원
185,33,N,적음,922,연구개발,1,5,의학,1,612,1,여자,95,4,4,연구 디렉터,3,이혼,16184,22578,4,Y,N,19,3,3,80,1,10,2,3,6,1,0,5,이예지
186,41,N,없음,509,연구개발,2,4,기타,1,616,1,여자,62,2,2,의료 담당자,3,미혼,6811,2112,2,Y,Y,17,3,1,80,0,10,3,3,8,7,0,7,김세이
187,35,N,적음,195,판매,1,3,의학,1,620,1,여자,80,3,2,영업사원,3,미혼,4859,6698,1,Y,N,16,3,4,80,0,5,3,3,5,4,0,3,김나우
188,37,N,적음,799,연구개발,1,3,기술학위,1,623,2,여자,59,3,3,제조 디렉터,4,미혼,7491,23848,4,Y,N,17,3,4,80,0,12,3,4,6,5,1,2,정지채
189,46,N,많음,1034,연구개발,18,1,의학,1,624,1,여자,86,3,3,의료 담당자,3,결혼,10527,8984,5,Y,N,11,3,4,80,0,28,3,2,2,2,1,2,정미리
190,41,N,적음,1276,판매,2,5,생명과학,1,625,2,여자,91,3,4,매니저,1,결혼,16595,5626,7,Y,N,16,3,2,80,1,22,2,3,18,16,11,8,안지연
191,38,N,적음,1495,연구개발,10,3,의학,1,634,3,여자,76,3,2,의료 담당자,3,결혼,9824,22174,3,Y,N,19,3,3,80,1,18,4,3,1,0,0,0,양예지
192,37,N,적음,446,연구개발,1,4,생명과학,1,635,2,여자,65,3,2,제조 디렉터,2,결혼,6447,15701,6,Y,N,12,3,2,80,1,8,2,2,6,5,4,3,조수주
193,24,Y,많음,1287,연구개발,7,3,생명과학,1,647,1,여자,55,3,1,연구원,3,결혼,2886,14168,1,Y,Y,16,3,4,80,1,6,4,3,6,3,1,2,이서이
194,27,N,적음,798,연구개발,6,4,의학,1,655,1,여자,66,2,1,분석가,3,이혼,2187,5013,0,Y,N,12,3,3,80,2,6,5,2,5,3,0,3,조지지
195,20,N,적음,959,연구개발,1,3,생명과학,1,657,4,여자,83,2,1,분석가,2,미혼,2836,11757,1,Y,N,13,3,4,80,0,1,0,4,1,0,0,0,윤벼연
196,42,N,적음,622,연구개발,2,4,생명과학,1,659,3,여자,81,3,2,의료 담당자,4,결혼,4089,5718,1,Y,N,13,3,2,80,2,10,4,3,10,2,2,2,이성서
197,38,N,적음,362,연구개발,1,1,생명과학,1,662,3,여자,43,3,1,분석가,1,미혼,2619,14561,3,Y,N,17,3,4,80,0,8,3,2,0,0,0,0,정저하
198,48,N,적음,1236,연구개발,1,4,생명과학,1,664,4,여자,40,2,4,매니저,1,결혼,15402,17997,7,Y,N,11,3,1,80,1,21,3,1,3,2,0,2,이어비
199,44,N,적음,1112,인적자원,1,4,생명과학,1,665,1,여자,50,2,2,인적자원,3,미혼,5985,26894,4,Y,N,11,3,2,80,0,10,1,4,2,2,0,2,김시하
200,34,N,적음,204,판매,14,3,기술학위,1,666,3,여자,31,3,1,영업 담당자,3,이혼,2579,2912,1,Y,Y,18,3,4,80,2,8,3,3,8,2,0,6,송주지
201,32,N,적음,646,연구개발,9,4,생명과학,1,679,1,여자,92,3,2,분석가,4,결혼,6322,18089,1,Y,Y,12,3,4,80,1,6,2,2,6,4,0,5,황하소
202,30,N,많음,160,연구개발,3,3,의학,1,680,3,여자,71,3,1,분석가,3,이혼,2083,22653,1,Y,N,20,4,3,80,1,1,2,3,1,0,0,0,김하영
203,53,N,적음,238,판매,1,1,의학,1,682,4,여자,34,3,2,영업사원,1,미혼,8381,7507,7,Y,N,20,4,4,80,0,18,2,4,14,7,8,10,장미하
204,45,Y,많음,306,판매,26,4,생명과학,1,684,1,여자,100,3,2,영업사원,1,결혼,4286,5630,2,Y,N,14,3,4,80,2,5,4,3,1,1,0,0,최주하
205,26,N,적음,991,연구개발,6,3,생명과학,1,686,3,여자,71,3,1,연구원,4,결혼,2659,17759,1,Y,Y,13,3,3,80,1,3,2,3,3,2,0,2,박하주
206,29,N,적음,1176,판매,3,2,의학,1,690,2,여자,62,3,2,영업사원,3,결혼,5561,3487,1,Y,N,14,3,1,80,1,6,5,2,6,0,1,2,권하지
207,38,N,적음,243,판매,7,4,마케팅,1,709,4,여자,46,2,2,영업사원,4,미혼,4028,7791,0,Y,N,20,4,1,80,0,8,2,3,7,7,0,5,김예이
208,27,N,많음,1410,판매,3,1,의학,1,714,4,여자,71,4,2,영업사원,4,이혼,4647,16673,1,Y,Y,20,4,2,80,2,6,3,3,6,5,0,4,조저비
209,34,N,적음,1442,연구개발,9,3,의학,1,717,4,여자,46,2,3,의료 담당자,2,미혼,8621,17654,1,Y,N,14,3,2,80,0,9,3,4,8,7,7,7,한시연
210,24,Y,적음,693,판매,3,2,생명과학,1,720,1,여자,65,3,2,영업사원,3,미혼,4577,24785,9,Y,N,14,3,1,80,0,4,3,3,2,2,2,0,이지리
211,39,N,적음,408,연구개발,2,4,기술학위,1,721,4,여자,80,2,2,의료 담당자,3,미혼,4553,20978,1,Y,N,11,3,1,80,0,20,4,3,20,7,11,10,윤서하
212,38,N,적음,827,연구개발,1,4,생명과학,1,724,2,여자,33,4,2,의료 담당자,4,미혼,7625,19383,0,Y,N,13,3,3,80,0,10,4,2,9,7,1,8,박유미
213,27,N,적음,608,연구개발,1,2,생명과학,1,725,3,여자,68,3,3,제조 디렉터,1,결혼,7412,6009,1,Y,N,11,3,4,80,0,9,3,3,9,7,0,7,유수원
214,32,N,적음,1018,연구개발,3,2,생명과학,1,727,3,여자,39,3,3,연구 디렉터,4,미혼,11159,19373,3,Y,N,15,3,4,80,0,10,6,3,7,7,7,7,정지미
215,28,Y,적음,654,연구개발,1,2,생명과학,1,741,1,여자,67,1,1,분석가,2,미혼,2216,3872,7,Y,Y,13,3,4,80,0,10,4,3,7,7,3,7,이다하
216,36,N,없음,427,연구개발,8,3,생명과학,1,742,1,여자,63,4,3,연구 디렉터,1,결혼,11713,20335,9,Y,N,14,3,1,80,1,10,2,3,8,7,0,5,김다아
217,38,N,적음,168,연구개발,1,3,생명과학,1,743,3,여자,81,3,3,제조 디렉터,3,미혼,7861,15397,4,Y,Y,14,3,4,80,0,10,4,4,1,0,0,0,이연경
218,47,N,많음,217,판매,3,3,의학,1,746,4,여자,49,3,4,영업사원,3,이혼,13770,10225,9,Y,Y,12,3,4,80,2,28,2,2,22,2,11,13,이이지
219,34,N,적음,970,연구개발,8,2,의학,1,757,2,여자,96,3,2,의료 담당자,3,미혼,6142,7360,3,Y,N,11,3,4,80,0,10,2,3,5,1,4,3,이지연
220,39,N,적음,141,인적자원,3,3,인적자원,1,760,3,여자,44,4,2,인적자원,2,결혼,6389,18767,9,Y,N,15,3,3,80,1,12,3,1,8,3,3,6,박하라
221,40,N,적음,804,연구개발,2,1,의학,1,763,4,여자,86,2,1,분석가,4,미혼,2342,22929,0,Y,Y,20,4,4,80,0,5,2,2,4,2,2,3,조미서
222,27,N,적음,975,연구개발,7,3,의학,1,764,4,여자,55,2,2,의료 담당자,1,미혼,6811,23398,8,Y,N,19,3,1,80,0,9,2,1,7,6,0,7,김수지
223,35,N,없음,1225,연구개발,2,4,생명과학,1,771,4,여자,61,3,2,의료 담당자,1,이혼,5093,4761,2,Y,N,11,3,1,80,1,16,2,4,1,0,0,0,김재영
224,34,N,적음,167,연구개발,8,5,생명과학,1,775,2,여자,32,3,2,제조 디렉터,1,이혼,5121,4187,3,Y,N,14,3,3,80,1,7,3,3,0,0,0,0,정슨연
225,25,N,적음,883,판매,26,1,의학,1,781,3,여자,32,3,2,영업사원,4,미혼,6180,22807,1,Y,N,23,4,2,80,0,6,5,2,6,5,1,4,이세주
226,47,Y,많음,719,판매,27,2,생명과학,1,785,2,여자,77,4,2,영업사원,3,미혼,6397,10339,4,Y,Y,12,3,4,80,0,8,2,3,5,4,1,3,안수지
227,26,N,많음,575,연구개발,1,2,생명과학,1,792,1,여자,71,1,1,연구원,4,이혼,4364,5288,3,Y,N,14,3,1,80,1,5,2,3,2,2,2,0,권미지
228,29,N,적음,657,연구개발,27,3,의학,1,793,2,여자,66,3,2,의료 담당자,3,결혼,4335,25549,4,Y,N,12,3,1,80,1,11,3,2,8,7,1,1,조여연
229,34,N,적음,182,연구개발,1,4,생명과학,1,797,2,여자,72,4,1,분석가,4,미혼,3280,13551,2,Y,N,16,3,3,80,0,10,2,3,4,2,1,3,김유지
230,54,N,적음,376,연구개발,19,4,의학,1,799,4,여자,95,3,2,제조 디렉터,1,이혼,5485,22670,9,Y,Y,11,3,2,80,2,9,4,3,5,3,1,4,남서원
231,37,N,적음,571,연구개발,10,1,생명과학,1,802,4,여자,82,3,1,분석가,1,이혼,2782,19905,0,Y,Y,13,3,2,80,2,6,3,2,5,3,4,3,정서미
232,38,N,많음,240,연구개발,2,4,생명과학,1,803,1,여자,75,4,2,제조 디렉터,1,미혼,5980,26085,6,Y,Y,12,3,4,80,0,17,2,3,15,7,4,12,송은지
233,34,N,적음,121,연구개발,2,4,의학,1,804,3,여자,86,2,1,분석가,1,미혼,4381,7530,1,Y,N,11,3,3,80,0,6,3,3,6,5,1,3,황미지
234,35,N,적음,384,판매,8,4,생명과학,1,805,1,여자,72,3,1,영업 담당자,4,결혼,2572,20317,1,Y,N,16,3,2,80,1,3,1,2,3,2,0,2,김수윤
235,40,N,많음,791,연구개발,2,2,의학,1,807,3,여자,38,4,2,의료 담당자,2,결혼,4244,9931,1,Y,N,24,4,4,80,1,8,2,3,8,7,3,7,양유연
236,34,N,적음,1111,판매,8,2,생명과학,1,808,3,여자,93,3,2,영업사원,1,결혼,6500,13305,5,Y,N,17,3,2,80,1,6,1,3,3,2,1,2,김서원
237,52,N,적음,1325,연구개발,11,4,생명과학,1,813,4,여자,82,3,2,연구원,3,결혼,3149,21821,8,Y,N,20,4,2,80,1,9,3,3,5,2,1,4,권사연
238,29,Y,적음,805,연구개발,1,2,생명과학,1,816,2,여자,36,2,1,연구원,1,결혼,2319,6689,1,Y,Y,11,3,4,80,1,1,1,3,1,0,0,0,채서경
239,33,Y,적음,118,판매,16,3,마케팅,1,819,1,여자,69,3,2,영업사원,1,미혼,5324,26507,5,Y,N,15,3,3,80,0,6,3,3,3,2,0,2,송지리
240,47,N,적음,202,연구개발,2,2,기타,1,820,3,여자,33,3,4,매니저,4,결혼,16752,12982,1,Y,Y,11,3,3,80,1,26,3,2,26,14,3,0,박자저
241,36,N,적음,676,연구개발,1,3,기타,1,823,3,여자,35,3,2,제조 디렉터,2,결혼,5228,23361,0,Y,N,15,3,1,80,1,10,2,3,9,7,0,5,박미원
242,35,N,적음,1258,연구개발,1,4,생명과학,1,826,4,여자,40,4,1,분석가,3,미혼,2506,13301,3,Y,N,13,3,3,80,0,7,0,3,2,2,2,2,신하미
243,42,N,적음,932,연구개발,1,2,생명과학,1,827,4,여자,43,2,2,제조 디렉터,4,결혼,6062,4051,9,Y,Y,13,3,4,80,1,8,4,3,4,3,0,2,김유저
244,32,N,적음,859,연구개발,4,3,생명과학,1,830,3,여자,98,2,2,제조 디렉터,3,결혼,6162,19124,1,Y,N,12,3,3,80,1,14,3,3,14,13,6,8,이유연
245,30,N,적음,946,연구개발,2,3,의학,1,833,3,여자,52,2,2,제조 디렉터,4,미혼,6877,20234,5,Y,Y,24,4,2,80,0,12,4,2,0,0,0,0,홍미지
246,45,N,적음,252,연구개발,2,3,생명과학,1,834,2,여자,95,2,1,분석가,3,미혼,2274,6153,1,Y,N,14,3,4,80,0,1,3,3,1,0,0,0,박예지
247,34,N,많음,702,연구개발,16,4,생명과학,1,838,3,여자,100,2,1,분석가,4,미혼,2553,8306,1,Y,N,16,3,3,80,0,6,3,3,5,2,1,3,정소주
248,49,Y,적음,1184,판매,11,3,마케팅,1,840,3,여자,43,3,3,영업사원,4,결혼,7654,5860,1,Y,N,18,3,1,80,2,9,3,4,9,8,7,7,문미연
249,28,N,적음,760,판매,2,4,마케팅,1,846,2,여자,81,3,2,영업사원,2,결혼,4779,3698,1,Y,Y,20,4,1,80,0,8,2,3,8,7,7,5,이연연
250,26,Y,많음,887,연구개발,5,2,의학,1,848,3,여자,88,2,1,분석가,3,결혼,2366,20898,1,Y,Y,14,3,1,80,1,8,2,3,8,7,1,7,조윤하
251,51,N,적음,1318,판매,26,4,마케팅,1,851,1,여자,66,3,4,매니저,3,결혼,16307,5594,2,Y,N,14,3,3,80,1,29,2,2,20,6,4,17,김지저
252,35,N,적음,1343,연구개발,27,1,의학,1,856,3,여자,53,2,1,분석가,1,미혼,2559,17852,1,Y,N,11,3,4,80,0,6,3,2,6,5,1,1,신다영
253,53,N,적음,661,판매,7,2,마케팅,1,862,1,여자,78,2,3,영업사원,4,결혼,10934,20715,7,Y,Y,18,3,4,80,1,35,3,3,5,2,0,4,박수이
254,32,N,적음,638,연구개발,8,2,의학,1,865,3,여자,91,4,2,분석가,3,결혼,5175,22162,5,Y,N,12,3,3,80,1,9,3,2,5,3,1,3,노수연
255,52,N,많음,890,연구개발,25,4,의학,1,867,3,여자,81,2,4,제조 디렉터,4,결혼,13826,19028,3,Y,N,22,4,3,80,0,31,3,3,9,8,0,0,정하경
256,35,N,적음,607,연구개발,9,3,생명과학,1,880,4,여자,66,2,3,제조 디렉터,3,결혼,10685,23457,1,Y,Y,20,4,2,80,1,17,2,3,17,14,5,15,이수연
257,35,Y,많음,130,연구개발,25,4,생명과학,1,881,4,여자,96,3,1,분석가,2,이혼,2022,16612,1,Y,Y,19,3,1,80,1,10,3,2,10,2,7,8,박소지
258,49,N,적음,1418,연구개발,1,3,기술학위,1,887,3,여자,36,3,1,분석가,1,결혼,3580,10554,2,Y,N,16,3,2,80,1,7,2,3,4,2,0,2,이서연
259,42,N,적음,1265,연구개발,3,3,생명과학,1,894,3,여자,95,4,2,연구원,4,결혼,5231,23726,2,Y,Y,13,3,2,80,1,17,1,2,5,3,1,3,장미연
260,29,Y,적음,341,판매,1,3,의학,1,896,2,여자,48,2,1,영업 담당자,3,이혼,2800,23522,6,Y,Y,19,3,3,80,3,5,3,3,3,2,0,2,황수주
261,37,N,많음,1231,판매,21,2,의학,1,900,3,여자,54,3,1,영업 담당자,4,결혼,2973,21222,5,Y,N,15,3,2,80,1,10,3,3,5,4,0,0,윤서은
262,53,N,적음,102,연구개발,23,4,생명과학,1,901,4,여자,72,3,4,연구 디렉터,4,미혼,14275,20206,6,Y,N,18,3,3,80,0,33,0,3,12,9,3,8,권하성
263,43,N,많음,422,연구개발,1,3,생명과학,1,902,4,여자,33,3,2,의료 담당자,4,결혼,5562,21782,4,Y,N,13,3,2,80,1,12,2,2,5,2,2,2,강미이
264,47,N,적음,249,판매,2,2,마케팅,1,903,3,여자,35,3,2,영업사원,4,결혼,4537,17783,0,Y,Y,22,4,1,80,1,8,2,3,7,6,7,7,문시솔
265,39,N,적음,1383,인적자원,2,3,생명과학,1,909,4,여자,42,2,2,인적자원,4,결혼,5204,7790,8,Y,N,11,3,3,80,2,13,2,3,5,4,0,4,서슨미
266,29,N,적음,1086,연구개발,7,1,의학,1,912,1,여자,62,2,1,연구원,4,이혼,2532,6054,6,Y,N,14,3,3,80,3,8,5,3,4,3,0,3,장소하
267,43,N,적음,177,연구개발,8,3,생명과학,1,920,1,여자,55,3,2,제조 디렉터,2,이혼,4765,23814,4,Y,N,21,4,3,80,1,4,2,4,1,0,0,0,최미하
268,20,Y,적음,500,판매,2,3,의학,1,922,3,여자,49,2,1,영업 담당자,3,미혼,2044,22052,1,Y,N,13,3,4,80,0,2,3,2,2,2,0,2,이가기
269,21,Y,적음,1427,연구개발,18,1,기타,1,923,4,여자,65,3,1,분석가,4,미혼,2693,8870,1,Y,N,19,3,1,80,0,1,3,2,1,0,0,0,원긍재
270,47,N,적음,1454,판매,2,4,생명과학,1,925,4,여자,65,2,1,영업 담당자,4,미혼,3294,13137,1,Y,Y,18,3,1,80,0,3,3,2,3,2,1,2,현수연
271,22,Y,적음,617,연구개발,3,1,생명과학,1,926,2,여자,34,3,2,제조 디렉터,3,결혼,4171,10022,0,Y,Y,19,3,1,80,1,4,3,4,3,2,0,2,정세연
272,41,Y,적음,1085,연구개발,2,4,생명과학,1,927,2,여자,57,1,1,연구원,4,이혼,2778,17725,4,Y,Y,13,3,3,80,1,10,1,2,7,7,1,0,강예미
273,28,N,적음,995,연구개발,9,3,의학,1,930,3,여자,77,3,1,분석가,3,이혼,2377,9834,5,Y,N,18,3,2,80,1,6,2,3,2,2,2,2,임지은
274,27,N,적음,618,연구개발,4,3,생명과학,1,933,2,여자,76,3,1,분석가,3,미혼,2318,17808,1,Y,N,19,3,3,80,0,1,2,3,1,1,0,0,추유서
275,42,N,적음,462,판매,14,2,의학,1,936,3,여자,68,2,2,영업사원,3,미혼,6244,7824,7,Y,N,17,3,1,80,0,10,6,3,5,4,0,3,김연운
276,58,N,적음,1272,연구개발,5,3,기술학위,1,940,3,여자,37,2,3,의료 담당자,2,이혼,10552,9255,2,Y,Y,13,3,4,80,1,24,3,3,6,0,0,4,성주미
277,35,N,적음,1137,연구개발,21,1,생명과학,1,942,4,여자,51,3,2,의료 담당자,4,결혼,4014,19170,1,Y,Y,25,4,4,80,1,10,2,1,10,6,0,7,소미영
278,49,N,적음,527,연구개발,8,2,기타,1,944,1,여자,51,3,3,연구원,2,결혼,7403,22477,4,Y,N,11,3,3,80,1,29,3,2,26,9,1,7,이미리
279,31,N,없음,1188,판매,20,2,마케팅,1,947,4,여자,45,3,2,영업사원,3,결혼,6932,24406,1,Y,N,13,3,4,80,1,9,2,2,9,8,0,0,김수원
280,38,N,적음,1333,연구개발,1,3,기술학위,1,950,4,여자,80,3,3,연구 디렉터,1,결혼,13582,16292,1,Y,N,13,3,2,80,1,15,3,3,15,12,5,11,조연하
281,32,N,없음,1184,연구개발,1,3,생명과학,1,951,3,여자,70,2,1,연구원,2,결혼,2332,3974,6,Y,N,20,4,3,80,0,5,3,3,3,0,0,2,장하연
282,31,N,적음,616,연구개발,12,3,의학,1,961,4,여자,41,3,2,의료 담당자,4,결혼,5855,17369,0,Y,Y,11,3,3,80,2,10,2,1,9,7,8,5,백채이
283,32,N,적음,498,연구개발,3,4,의학,1,966,3,여자,93,3,2,제조 디렉터,1,결혼,6725,13554,1,Y,N,12,3,3,80,1,8,2,4,8,7,6,3,장지지
284,33,N,적음,1069,연구개발,1,3,생명과학,1,969,2,여자,42,2,2,의료 담당자,4,미혼,6949,12291,0,Y,N,14,3,1,80,0,6,3,3,5,0,1,4,손지라
285,29,N,많음,1404,판매,20,3,기술학위,1,974,3,여자,84,3,1,영업 담당자,4,결혼,2157,18203,1,Y,N,15,3,2,80,1,3,5,3,3,1,0,2,정정하
286,35,N,적음,1219,판매,18,3,의학,1,975,3,여자,86,3,2,영업사원,3,결혼,4601,6179,1,Y,N,16,3,2,80,0,5,3,3,5,2,1,0,이채미
287,38,N,없음,152,판매,10,3,기술학위,1,983,3,여자,85,3,2,영업사원,4,미혼,5666,19899,1,Y,Y,13,3,2,80,0,6,1,3,5,3,1,3,최세이
288,40,Y,없음,1479,판매,24,3,생명과학,1,986,2,여자,100,4,4,영업사원,2,미혼,13194,17071,4,Y,Y,16,3,4,80,0,22,2,2,1,0,0,0,이예미
289,29,Y,적음,906,연구개발,10,3,생명과학,1,994,4,여자,92,2,1,분석가,1,미혼,2404,11479,6,Y,Y,20,4,3,80,0,3,5,3,0,0,0,0,임미연
290,33,N,적음,461,연구개발,13,1,생명과학,1,995,2,여자,53,3,1,분석가,4,미혼,3452,17241,3,Y,N,18,3,1,80,0,5,4,3,3,2,0,2,김시아
291,45,N,적음,974,연구개발,1,4,의학,1,996,4,여자,91,3,1,연구원,4,이혼,2270,11005,3,Y,N,14,3,4,80,2,8,2,3,5,3,0,2,신하서
292,33,N,많음,827,연구개발,1,4,기타,1,998,3,여자,84,4,2,의료 담당자,2,결혼,5488,20161,1,Y,Y,13,3,1,80,1,6,2,3,6,5,1,2,조응예
293,27,N,적음,1134,연구개발,16,4,기술학위,1,1001,3,여자,37,3,1,연구원,2,결혼,2811,12086,9,Y,N,14,3,2,80,1,4,2,3,2,2,2,2,유세경
294,47,N,적음,955,판매,4,2,생명과학,1,1003,4,여자,83,3,2,영업사원,4,미혼,4163,8571,1,Y,Y,17,3,3,80,0,9,0,3,9,0,0,7,박수원
295,30,Y,적음,138,연구개발,22,3,생명과학,1,1004,1,여자,48,3,1,분석가,3,결혼,2132,11539,4,Y,Y,11,3,2,80,0,7,2,3,5,2,0,1,정서주
296,24,N,적음,1206,연구개발,17,1,의학,1,1009,4,여자,41,2,2,제조 디렉터,3,이혼,4377,24117,1,Y,N,15,3,2,80,2,5,6,3,4,2,3,2,박채경
297,31,N,많음,853,연구개발,1,1,생명과학,1,1011,3,여자,96,3,2,제조 디렉터,1,결혼,4148,11275,1,Y,N,12,3,3,80,1,4,1,3,4,3,0,3,박유솔
